Time (s),Current (A),Voltage(V)
0.4250240326,-2.9996201992,3.7760128975
1.4250812531,-2.9996140003,3.7332713604
2.4251384735,-2.9996304512,3.7130284309
3.425195694,-2.9996294975,3.6980111599
4.4252529144,-2.9996445179,3.6856126785
5.4253101349,-2.999630928,3.6748440266
6.4253673553,-2.9996702671,3.6652076244
7.4254245758,-2.9997057915,3.6564173698
8.4254817963,-2.9996774197,3.6482360363
9.4255390167,-2.9996702671,3.6406345367
10.4255962372,-2.9996881485,3.6334145069
11.4256534576,-2.9996948242,3.6265792847
12.4257106781,-2.9996886253,3.6200418472
13.4257678986,-2.9997088909,3.6137433052
14.4248251915,-2.9997122288,3.6076865196
15.424882412,-2.9996886253,3.6018483639
16.4249396324,-2.9997112751,3.59613204
17.4249968529,-2.9997127056,3.5906302929
18.4250540733,-2.9997062683,3.5852332115
19.4251112938,-2.9997131824,3.5799667835
20.4251680374,-2.9997115135,3.5748250484
21.4252252579,-2.9997034073,3.569788456
22.4252824783,-2.9997112751,3.5648488998
23.4253396988,-2.9997067451,3.5599908829
24.4253969193,-2.9997124672,3.5552182198
25.4254541397,-2.9997234344,3.5505495071
26.4255113602,-2.9997150898,3.5459554195
27.4255685806,-2.9997127056,3.541431427
28.4256258011,-2.9997210503,3.5369448662
29.4256830215,-2.9997158051,3.5325546265
30.425740242,-2.9997181892,3.5282199383
31.4247975349,-2.9997186661,3.523932457
32.4248547554,-2.999707222,3.5197155476
33.4249119759,-2.9997003078,3.5155534744
34.4249691963,-2.9997260571,3.5114383698
35.4250264168,-2.999712944,3.507401228
36.4250836372,-2.9996876717,3.5034003258
37.4251408577,-2.9997103214,3.4994421005
38.4251980782,-2.9996876717,3.4955384731
39.4252552986,-2.9997034073,3.4916927814
40.4253120422,-2.9996845722,3.4879257679
41.4253692627,-2.9996960163,3.4841635227
42.4254264832,-2.9997124672,3.4804875851
43.4254837036,-2.9996817112,3.4768357277
44.4255409241,-2.999682188,3.473246336
45.4255981445,-2.9996981621,3.4696967602
46.425655365,-2.9996790886,3.466193676
47.4257125854,-2.9996657372,3.4627277851
48.4257698059,-2.9996993542,3.4592802525
49.424826622,-2.999673605,3.4559278488
50.4248843193,-2.9996898174,3.452596426
51.4249410629,-2.9996845722,3.4492981434
52.4249987602,-2.9996893406,3.4460580349
53.4250555038,-2.999707222,3.4428415298
54.4251132011,-2.9996869564,3.4396810532
55.4251699448,-2.9996907711,3.4365348816
56.4252276421,-2.9997138977,3.4334330559
57.4252843857,-2.9996976852,3.4303998947
58.425342083,-2.9996957779,3.427380085
59.4253988266,-2.9996945858,3.4244000912
60.4254560471,-2.9996855259,3.4214639664
61.4255132675,-2.9997022152,3.418587923
62.425570488,-2.9997091293,3.4157092571
63.4256272316,-2.9996907711,3.4128963947
64.4256849289,-2.9996976852,3.4100880623
65.4257416725,-2.9996893406,3.4073462486
66.4247989655,-2.9996876717,3.4046132565
67.4248561859,-2.9997332096,3.4019165039
68.4249134064,-2.9997057915,3.3992593288
69.4249706268,-2.9997062683,3.3966405392
70.4250278473,-2.9996976852,3.3940467834
71.4250850677,-2.9996893406,3.3914613724
72.4251422882,-2.9997000694,3.3889415264
73.4251995087,-2.9997076988,3.3864560127
74.4252567291,-2.999707222,3.3839657307
75.4253139496,-2.9996986389,3.381516695
76.42537117,-2.9997086525,3.3791234493
77.4254283905,-2.9996993542,3.3767311573
78.425485611,-2.9996740818,3.3743729591
79.4255428314,-2.9996926785,3.3720567226
80.4256000519,-2.9997000694,3.3697471619
81.4256572723,-2.9997048378,3.3674857616
