Time (s),Current (A),Voltage(V)
0.428024292,-2.9996056557,3.8271479607
1.4280815125,-2.9996111393,3.7966632843
2.4281387329,-2.9996302128,3.7813687325
3.4281959534,-2.9996430874,3.7698864937
4.4282531738,-2.9996607304,3.7603456974
5.4283103943,-2.9996972084,3.7519314289
6.4283676147,-2.9996876717,3.7443192005
7.4284248352,-2.9997036457,3.7373301983
8.4284820557,-2.9997048378,3.7307772636
9.4285392761,-2.9997062683,3.7246406078
10.4285964966,-2.9997012615,3.7188098431
11.428653717,-2.9997136593,3.7132768631
12.42771101,-2.9997005463,3.7080049515
13.4277682304,-2.9997096062,3.7029445171
14.4278254509,-2.9997200966,3.6980583668
15.4278821945,-2.9997124672,3.6933689117
16.427939415,-2.9997346401,3.6888213158
17.4279966354,-2.9997301102,3.684432745
18.4280538559,-2.9997432232,3.6802005768
19.4281110764,-2.9997246265,3.6760754585
20.4281682968,-2.9997444153,3.6720602512
21.4282255173,-2.9997234344,3.668166399
22.4282827377,-2.9997291565,3.6643357277
23.4283399582,-2.9997286797,3.6606032848
24.4283971786,-2.9997315407,3.6569414139
25.4284543991,-2.9997150898,3.6533958912
26.4285116196,-2.9997267723,3.6498880386
27.42856884,-2.9997193813,3.6464495659
28.4286260605,-2.9997234344,3.643086195
29.4286832809,-2.9997212887,3.6397824287
30.4277405739,-2.9997551441,3.636525631
31.4277977943,-2.9997446537,3.633336544
32.4278550148,-2.9997403622,3.630197525
33.4279122353,-2.9997432232,3.6270987988
34.4279689789,-2.999707222,3.6240572929
35.4280261993,-2.9997167587,3.6210465431
36.4280834198,-2.9997332096,3.6180996895
37.4281406403,-2.9997265339,3.6152057648
38.4281978607,-2.9997186661,3.6123437881
39.4282550812,-2.9997215271,3.6095552444
40.4283123016,-2.9997303486,3.6067948341
41.4283695221,-2.9997215271,3.6040561199
42.4284267426,-2.9997222424,3.6014049053
43.428483963,-2.9997172356,3.5987510681
44.4285411835,-2.9997296333,3.5961666107
45.4285984039,-2.9997270107,3.5936198235
46.4286556244,-2.999733448,3.59111166
47.4277129173,-2.9997227192,3.5886499882
48.4277701378,-2.9997308254,3.5862293243
49.4278273582,-2.9997255802,3.5838537216
50.4278845787,-2.9997255802,3.5815119743
51.4279417992,-2.9997310638,3.5792105198
52.4279990196,-2.9997169971,3.5769324303
53.4280562401,-2.9997344017,3.574716568
54.4281129837,-2.9997303486,3.5725338459
55.4281702042,-2.9997172356,3.5703713894
56.4282274246,-2.9997363091,3.5682747364
57.4282846451,-2.9997377396,3.5661780834
58.4283418655,-2.9997110367,3.5641376972
59.428399086,-2.9997193813,3.5621225834
60.4284563065,-2.9997270107,3.5601403713
61.4285135269,-2.999735117,3.5581912994
62.4285707474,-2.9997198582,3.5562705994
63.4286279678,-2.9997200966,3.5543680191
64.4276852608,-2.9997212887,3.5525109768
65.4277420044,-2.9997227192,3.5506591797
66.4277997017,-2.9997291565,3.5488598347
67.4278564453,-2.9997289181,3.5470678806
68.4279141426,-2.9997274876,3.5453076363
69.4279708862,-2.9997384548,3.5435802937
70.4280285835,-2.9997155666,3.5418624878
71.4280853271,-2.999735117,3.5401830673
72.4281430244,-2.9997196198,3.5384972095
73.4281997681,-2.9997212887,3.5368483067
74.4282569885,-2.9997456074,3.535204649
75.428314209,-2.9997310638,3.5336079597
76.4283714294,-2.9997329712,3.5320191383
77.4284286499,-2.9997317791,3.5304577351
78.4284858704,-2.9997401237,3.5289125443
79.428542614,-2.9997293949,3.5273826122
80.4286003113,-2.9997444153,3.5258603096
81.4286570549,-2.9997293949,3.524348259
