Time (s),Current (A),Voltage(V)
0.4230237007,-2.999588728,3.7928156853
1.4230809212,-2.9995939732,3.7546992302
2.4231381416,-2.9996199608,3.7365095615
3.4231953621,-2.9996347427,3.7229468822
4.4232525826,-2.9996685982,3.7117700577
5.423309803,-2.9996893406,3.702021122
6.4233670235,-2.9996931553,3.6932742596
7.4234242439,-2.9996812344,3.6852619648
8.4234814644,-2.9997062683,3.6778240204
9.4235386848,-2.9996845722,3.6708734035
10.4235959053,-2.9996807575,3.664317131
11.4236531258,-2.9996893406,3.6580607891
12.4237103462,-2.9996972084,3.6521363258
13.4237675667,-2.9996747971,3.6464338303
14.4238247871,-2.9997060299,3.6409623623
15.4238820076,-2.9997112751,3.6356623173
16.4239392281,-2.9996972084,3.6305675507
17.4239964485,-2.9997096062,3.6256296635
18.4230532646,-2.999727726,3.6208388805
19.4231104851,-2.9996917248,3.6161696911
20.4231677055,-2.9997105598,3.6116056442
21.423224926,-2.9997169971,3.6071536541
22.4232821465,-2.9997282028,3.6028103828
23.4233393669,-2.9997041225,3.5985696316
24.4233965874,-2.9997150898,3.5943963528
25.4234538078,-2.9997289181,3.5902729034
26.4235110283,-2.9997253418,3.5862700939
27.4235682487,-2.9997267723,3.5823340416
28.4236254692,-2.9997127056,3.5784277916
29.4236826897,-2.9997062683,3.5746266842
30.4237399101,-2.9997253418,3.5708911419
31.4237971306,-2.9997239113,3.5671765804
32.423854351,-2.9997193813,3.5635325909
33.4239115715,-2.9997208118,3.5599398613
34.423968792,-2.9997320175,3.5564262867
35.4230256081,-2.999707222,3.5529558659
36.4230828285,-2.9997186661,3.5495522022
37.423140049,-2.9997074604,3.5461773872
38.4231972694,-2.9997084141,3.5428667068
39.4232544899,-2.9997150898,3.5396037102
40.4233117104,-2.9997310638,3.536365509
41.423368454,-2.9997150898,3.5332298279
42.4234261513,-2.9997150898,3.5300962925
43.4234828949,-2.9997181892,3.5270528793
44.4235405922,-2.9997274876,3.5240054131
45.4235973358,-2.9997198582,3.5210373402
46.4236550331,-2.9997234344,3.5181005001
47.4237117767,-2.9997115135,3.5152051449
48.423769474,-2.9997105598,3.5123784542
49.4238262177,-2.9997210503,3.5095460415
50.4238839149,-2.9997143745,3.5067837238
51.4239406586,-2.9997191429,3.5040724277
52.4239983559,-2.9997081757,3.5013957024
53.423055172,-2.9997222424,3.4987363815
54.4231128693,-2.9997050762,3.4961266518
55.4231696129,-2.9997222424,3.4935491085
56.4232268333,-2.999712944,3.4910106659
57.4232840538,-2.9997098446,3.4885196686
58.4233412743,-2.9997253418,3.4860544205
59.4233980179,-2.9997110367,3.4836363792
60.4234557152,-2.9997212887,3.4812221527
61.4235124588,-2.9997293949,3.4788589478
62.4235701561,-2.9997293949,3.4765198231
63.4236268997,-2.9997172356,3.474196434
64.423684597,-2.9997186661,3.4719457626
65.4237413406,-2.9997098446,3.4696815014
66.4237990379,-2.9997296333,3.4674460888
67.4238557816,-2.9997212887,3.4652619362
68.4239134789,-2.9997303486,3.4630932808
69.4239702225,-2.9997224808,3.4609603882
70.4230275154,-2.9997253418,3.4588465691
71.4230847359,-2.9997246265,3.4567725658
72.4231419563,-2.9997196198,3.4546942711
73.4231991768,-2.9997220039,3.4526567459
74.4232563972,-2.9997181892,3.4506592751
75.4233136177,-2.9997155666,3.4486620426
76.4233708382,-2.9997076988,3.4467043877
77.4234280586,-2.9997212887,3.4447464943
78.4234852791,-2.9997293949,3.4428157806
79.4235420227,-2.9997234344,3.4409241676
80.4235992432,-2.9997160435,3.4390561581
