Time (s),Current (A),Voltage(V)
0.4270243645,-2.9996211529,3.805560112
1.4270815849,-2.9995992184,3.7702579498
2.4271388054,-2.9996221066,3.75319314
3.4271960258,-2.9996631145,3.7404465675
4.4272527695,-2.999663353,3.7299132347
5.4273099899,-2.9996581078,3.7207009792
6.4273672104,-2.9996910095,3.7124238014
7.4274244308,-2.9997076988,3.7048280239
8.4274816513,-2.9997069836,3.6977803707
9.4275388718,-2.9997115135,3.6911649704
10.4275960922,-2.9997115135,3.6849091053
11.4276533127,-2.9997155666,3.6789946556
12.4277105331,-2.9996948242,3.6733367443
13.4277677536,-2.9997019768,3.667932272
14.4268250465,-2.9997222424,3.6627233028
15.426882267,-2.9997036457,3.6577241421
16.4269394875,-2.9997329712,3.6528847218
17.4269967079,-2.9997332096,3.6481981277
18.4270539284,-2.9997234344,3.6436469555
19.4271111488,-2.9997112751,3.6392455101
20.4271683693,-2.9997143745,3.6349408627
21.4272255898,-2.9997160435,3.630749464
22.4272828102,-2.999730587,3.6266894341
23.4273400307,-2.9997136593,3.6226820946
24.4273967743,-2.9997103214,3.6187679768
25.4274539948,-2.9997138977,3.6149258614
26.4275112152,-2.9997348785,3.6111643314
27.4275684357,-2.9997444153,3.6074631214
28.4276256561,-2.9997110367,3.6038630009
29.4276828766,-2.9997267723,3.6003034115
30.427740097,-2.9997358322,3.5967953205
31.42679739,-2.9997186661,3.5933680534
32.4268546104,-2.9997141361,3.5899903774
33.4269118309,-2.9997310638,3.5866613388
34.4269690514,-2.9997193813,3.5833847523
35.4270262718,-2.9997224808,3.5801663399
36.4270834923,-2.9997127056,3.5770039558
37.4271407127,-2.9997386932,3.5738997459
38.4271979332,-2.9997103214,3.5708255768
39.4272551537,-2.9997210503,3.5677900314
40.4273123741,-2.9997358322,3.564851284
41.4273695946,-2.9997124672,3.5619399548
42.427426815,-2.9997160435,3.5590667725
43.4274840355,-2.9997220039,3.5562241077
44.4275407791,-2.9997045994,3.5534722805
45.4275979996,-2.9997303486,3.5507264137
46.42765522,-2.9997131824,3.5480730534
47.4277124405,-2.9997358322,3.545443058
48.4277696609,-2.999702692,3.5428309441
49.4268269539,-2.9997286797,3.5402712822
50.4268841743,-2.9997150898,3.537774086
51.4269413948,-2.9997270107,3.5352916718
52.4269986153,-2.9997239113,3.5328607559
53.4270558357,-2.9997274876,3.5304684639
54.4271130562,-2.9997236729,3.5281119347
55.4271702766,-2.9997098446,3.5257966518
56.4272274971,-2.999730587,3.5235006809
57.4272847176,-2.9997198582,3.521242857
58.427341938,-2.9997172356,3.5190298557
59.4273991585,-2.999712944,3.5168437958
60.4274563789,-2.9997158051,3.5146994591
61.4275135994,-2.9997215271,3.5125617981
62.4275708199,-2.999707222,3.5104749203
63.4276275635,-2.9997141361,3.5083985329
64.4276847839,-2.9997029305,3.5063941479
65.4277420044,-2.9997181892,3.5043826103
66.4267992973,-2.9997138977,3.5024030209
67.4268565178,-2.9997117519,3.5004587173
68.4269137383,-2.9997103214,3.4985253811
69.4269709587,-2.9997169971,3.4966166019
70.4270281792,-2.9997138977,3.4947350025
71.4270853996,-2.9997184277,3.4928879738
72.4271426201,-2.9997255802,3.4910559654
73.4271998405,-2.9997191429,3.489238739
74.427257061,-2.9997179508,3.4874565601
75.4273142815,-2.9996993542,3.4856917858
76.4273715019,-2.9997034073,3.4839334488
77.4274287224,-2.9997255802,3.4822087288
78.4274859428,-2.9997179508,3.4805114269
79.4275431633,-2.9997291565,3.4787917137
80.4276003838,-2.9997110367,3.4771318436
81.4276576042,-2.9997153282,3.4755012989
82.4277148247,-2.9997158051,3.4738664627
83.4277715683,-2.9997224808,3.4722547531
84.4268288612,-2.9997234344,3.470654726
85.4268860817,-2.9997138977,3.4690685272
86.4269433022,-2.9997155666,3.4675061703
87.4270005226,-2.9997160435,3.4659225941
88.4270577431,-2.9997167587,3.4644072056
89.4271149635,-2.9997372627,3.4628846645
90.427172184,-2.9997153282,3.4613931179
91.4272294044,-2.9997184277,3.4598815441
92.4272866249,-2.999723196,3.4584214687
93.4273438454,-2.9997501373,3.4569573402
94.4274010658,-2.9997365475,3.4555065632
95.4274582863,-2.9997425079,3.4540886879
96.4275155067,-2.9997267723,3.4526543617
97.4275727272,-2.9997396469,3.4512467384
98.4276299477,-2.9997317791,3.4498434067
99.4276871681,-2.9997403622,3.4484779835
100.4277443886,-2.9997358322,3.4470827579
101.4268012047,-2.9997267723,3.4457266331
102.4268584251,-2.9997227192,3.4443933964
103.4269151688,-2.9997365475,3.443043232
104.4269728661,-2.9997241497,3.4417388439
105.4270296097,-2.9997322559,3.4403977394
106.427087307,-2.9997289181,3.4390981197
107.4271440506,-2.9997401237,3.4378051758
108.4272017479,-2.9997265339,3.4365291595
109.4272584915,-2.9997289181,3.4352536201
110.4273161888,-2.9997375011,3.4340119362
111.4273729324,-2.9997336864,3.4327642918
112.4274306297,-2.9997260571,3.4315125942
113.4274873734,-2.9997224808,3.4302861691
114.4275450706,-2.9997172356,3.4290425777
115.4276018143,-2.9997355938,3.427847147
116.4276595116,-2.9997406006,3.426615715
117.4277162552,-2.9997470379,3.4254312515
118.4277739525,-2.9997251034,3.4242320061
119.4268307686,-2.9997057915,3.423068285
120.426887989,-2.9997246265,3.4218940735
121.4269452095,-2.999724865,3.4207265377
122.42700243,-2.9997410774,3.4195799828
123.4270591736,-2.9997358322,3.4184303284
124.427116394,-2.9997479916,3.417301178
125.4271736145,-2.9997370243,3.4161679745
126.427230835,-2.9997415543,3.4150390625
127.4272880554,-2.9997310638,3.4139227867
128.4273452759,-2.9997417927,3.4128201008
129.4274024963,-2.9997341633,3.4117262363
130.4274597168,-2.9997465611,3.4106221199
