Time (s),Current (A),Voltage(V)
0.4360251427,-2.9996886253,3.8224508762
1.4360823631,-2.9996905327,3.7911231518
2.4361395836,-2.9997041225,3.7758462429
3.436196804,-2.9997303486,3.7644348145
4.4362540245,-2.9997580051,3.7549197674
5.436311245,-2.999774456,3.7465934753
6.4363684654,-2.9997582436,3.7390305996
7.4364256859,-2.9997730255,3.732085228
8.4364829063,-2.999776125,3.7255928516
9.4365401268,-2.9997746944,3.71951437
10.4365973473,-2.9997720718,3.7137365341
11.4366545677,-2.9997911453,3.7082693577
12.4357118607,-2.9997944832,3.703042984
13.4357686043,-2.9997940063,3.698004961
14.4358263016,-2.9998004436,3.6932017803
15.4358830452,-2.9998130798,3.6885519028
16.4359402657,-2.999806881,3.6840746403
17.4359974861,-2.9997828007,3.6797587872
18.4360547066,-2.9997937679,3.675555706
19.4361114502,-2.9997935295,3.6714911461
20.4361691475,-2.999786377,3.667529583
21.4362258911,-2.999806881,3.6636714935
22.4362835884,-2.9997909069,3.6599123478
23.436340332,-2.9998025894,3.6562430859
24.4363980293,-2.9997923374,3.6526405811
25.4364547729,-2.9997909069,3.64914608
26.4365124702,-2.9997770786,3.6457188129
27.4365692139,-2.9997935295,3.6423494816
28.4366269112,-2.9998128414,3.6390390396
29.4366836548,-2.9997944832,3.6357944012
30.4357409477,-2.9998049736,3.6326124668
31.4357981682,-2.999812603,3.6294667721
32.4358553886,-2.9998118877,3.6263742447
33.4359126091,-2.9998159409,3.6233148575
34.4359698296,-2.9998149872,3.6203479767
35.43602705,-2.9998035431,3.6174023151
36.4360842705,-2.999812603,3.6144878864
37.4361414909,-2.999815464,3.6116197109
38.4361982346,-2.9998109341,3.6088204384
39.436255455,-2.9998047352,3.6060307026
40.4363126755,-2.9998016357,3.6032960415
41.4363698959,-2.9998013973,3.6005876064
42.4364271164,-2.9997975826,3.5979373455
43.4364843369,-2.9997961521,3.5953507423
44.4365415573,-2.9997837543,3.5927639008
45.4365987778,-2.9998002052,3.5902345181
46.4366559982,-2.999789238,3.5877430439
47.4357132912,-2.999786377,3.5852775574
48.4357705116,-2.9997904301,3.5828418732
49.4358277321,-2.9997754097,3.5804724693
50.4358849525,-2.9997961521,3.5781257153
51.435942173,-2.9998033047,3.5758061409
52.4359993935,-2.9998025894,3.573551178
53.4360566139,-2.9998118877,3.571310997
54.4361138344,-2.9998028278,3.5690896511
55.4361710548,-2.9998157024,3.5669145584
56.4362282753,-2.9997985363,3.564781189
57.4362854958,-2.9997937679,3.562690258
58.4363422394,-2.9997985363,3.5605928898
59.4363994598,-2.9997911453,3.5585691929
60.4364566803,-2.9998085499,3.5565800667
61.4365139008,-2.9998171329,3.5545585155
62.4365711212,-2.9998044968,3.5526130199
63.4366283417,-2.9997959137,3.5507051945
64.4366855621,-2.99979949,3.5488078594
65.4357428551,-2.9998118877,3.5469145775
66.4358000755,-2.9998190403,3.5451025963
67.435857296,-2.9998135567,3.5432903767
68.4359145164,-2.9998054504,3.5414993763
69.4359717369,-2.9998033047,3.5397446156
70.4360289574,-2.9998223782,3.5379800797
71.4360861778,-2.9998197556,3.5362670422
72.4361433983,-2.9998104572,3.5345599651
73.4362006187,-2.9998009205,3.5328831673
74.4362578392,-2.9998071194,3.5312438011
75.4363150597,-2.9998245239,3.5296127796
76.4363722801,-2.9998137951,3.5279765129
77.4364295006,-2.9998087883,3.5263957977
78.4364862442,-2.9998047352,3.5248203278
79.4365434647,-2.9998178482,3.5232503414
80.4366006851,-2.9998342991,3.5216929913
81.4366579056,-2.9998135567,3.5201983452
82.4357151985,-2.9998064041,3.5186607838
83.435772419,-2.9997861385,3.5171830654
84.4358296394,-2.9998104572,3.515696764
85.4358868599,-2.9998159409,3.5142335892
86.4359440804,-2.999808073,3.5127906799
87.4360013008,-2.9998137951,3.5113475323
88.4360585213,-2.9998233318,3.5099275112
89.4361157417,-2.9998195171,3.5085420609
90.4361729622,-2.9998061657,3.5071358681
91.4362301826,-2.9998245239,3.5057535172
92.4362874031,-2.9998149872,3.5044064522
93.4363446236,-2.9998309612,3.503041029
94.436401844,-2.9997999668,3.5016932487
95.4364590645,-2.999815464,3.5003595352
96.4365162849,-2.9998233318,3.4990386963
97.4365730286,-2.9998173714,3.4977152348
98.436630249,-2.9998123646,3.4964294434
99.4366874695,-2.9998269081,3.4951403141
100.4357447624,-2.9998281002,3.4938602448
101.4358019829,-2.9998416901,3.4925816059
102.4358592033,-2.999812603,3.4913299084
103.4359164238,-2.9998049736,3.4900815487
104.4359736443,-2.9998173714,3.4888310432
105.4360308647,-2.9998190403,3.4875934124
106.4360880852,-2.9998123646,3.486382246
107.4361453056,-2.9998090267,3.4851691723
108.4362025261,-2.9998321533,3.48396492
109.4362597466,-2.9998247623,3.4827611446
110.436316967,-2.999838829,3.4815621376
111.4363741875,-2.9998390675,3.4804034233
112.4364314079,-2.9998371601,3.4792122841
113.4364886284,-2.9998192787,3.478064537
114.4365458488,-2.9998145103,3.476913929
115.4366030693,-2.9998252392,3.4757640362
116.4366602898,-2.9998335838,3.4746215343
117.4357171059,-2.9998459816,3.4734792709
118.4357743263,-2.9998400211,3.4723536968
119.4358315468,-2.9998157024,3.4712159634
120.4358887672,-2.9998235703,3.4701354504
121.4359459877,-2.9998152256,3.4690239429
122.4360032082,-2.9998230934,3.4679181576
123.4360604286,-2.9998395443,3.466837883
124.4361176491,-2.9998371601,3.4657356739
125.4361748695,-2.9998481274,3.464666605
126.43623209,-2.9998371601,3.4635922909
127.4362893105,-2.999840498,3.4625234604
128.4363465309,-2.9998269081,3.4614582062
