Time (s),Current (A),Voltage(V)
0.4270243645,-2.9996502399,3.805945158
1.4270815849,-2.999638319,3.7706100941
2.4271383286,-2.9996631145,3.7535610199
3.4271960258,-2.9996562004,3.740875721
4.4272527695,-2.9996635914,3.7303900719
5.4273104668,-2.9997029305,3.7212700844
6.4273672104,-2.9996604919,3.7130343914
7.4274249077,-2.9997076988,3.7055141926
8.4274816513,-2.9996910095,3.6985368729
9.4275393486,-2.9997103214,3.6919765472
10.4275960922,-2.999710083,3.6857967377
11.4266533852,-2.9997208118,3.6799449921
12.4267106056,-2.9997034073,3.6743500233
13.4267678261,-2.9997224808,3.669034481
14.4268250465,-2.9997239113,3.6638991833
15.426882267,-2.9997014999,3.6589620113
16.4269394875,-2.9997122288,3.6541824341
17.4269967079,-2.9997022152,3.6495838165
18.4270539284,-2.999712944,3.6450994015
19.4271111488,-2.9997091293,3.6407532692
20.4271678925,-2.9997117519,3.6364908218
21.4272251129,-2.9997179508,3.6323850155
22.4272823334,-2.999723196,3.6283609867
23.4273395538,-2.9997329712,3.6244213581
24.4273967743,-2.9997115135,3.6205713749
25.4274539948,-2.9997208118,3.61677742
26.4275112152,-2.9997224808,3.6130712032
27.4275684357,-2.9997253418,3.6094412804
28.4266257286,-2.9997205734,3.6058540344
29.4266829491,-2.9997127056,3.6023600101
30.4267401695,-2.9997234344,3.5988910198
31.42679739,-2.9997227192,3.5955207348
32.4268546104,-2.9997372627,3.5921885967
33.4269118309,-2.9997160435,3.5889015198
34.4269690514,-2.999723196,3.5856826305
35.4270262718,-2.9997270107,3.5824987888
36.4270834923,-2.9997363091,3.5793516636
37.4271407127,-2.999735117,3.5762813091
38.4271979332,-2.9997136593,3.5732376575
39.4272551537,-2.9997253418,3.5702486038
40.4273118973,-2.9997165203,3.5673205853
41.4273691177,-2.9997153282,3.564416647
42.4274263382,-2.9997355938,3.5615692139
43.4274835587,-2.9997222424,3.5587825775
44.4275407791,-2.9997205734,3.5560193062
45.4275979996,-2.9997131824,3.5533111095
46.4266552925,-2.9997112751,3.5506212711
47.426712513,-2.9997344017,3.5479898453
48.4267697334,-2.9997336864,3.545415163
49.4268269539,-2.9997310638,3.5428664684
50.4268841743,-2.9997036457,3.5403695107
51.4269413948,-2.9997289181,3.5378966331
52.4269986153,-2.9997191429,3.5354576111
53.4270558357,-2.9997227192,3.5330951214
54.4271130562,-2.9997406006,3.5307266712
55.4271702766,-2.9997127056,3.5283973217
56.4272274971,-2.9997191429,3.5261001587
57.4272847176,-2.9997112751,3.5238831043
58.427341938,-2.9997429848,3.521664381
59.4273991585,-2.9997234344,3.5194635391
60.4274559021,-2.9997456074,3.5173223019
61.4275131226,-2.9997336864,3.5151998997
62.427570343,-2.9997358322,3.5130901337
63.426627636,-2.9997382164,3.511027813
64.4266848564,-2.9997410774,3.5089893341
65.4267420769,-2.999733448,3.506986618
66.4267992973,-2.9997315407,3.5049974918
67.4268565178,-2.9997117519,3.5030331612
68.4269137383,-2.9997315407,3.5010757446
69.4269709587,-2.999723196,3.4991714954
70.4270281792,-2.9997382164,3.4972798824
71.4270853996,-2.9997487068,3.4954037666
72.4271426201,-2.9997630119,3.4935770035
