Time (s),Current (A),Voltage(V)
0.4340248108,-2.9996070862,3.7801296711
1.4340825081,-2.9995877743,3.7377519608
2.4341392517,-2.9995913506,3.7179346085
3.434196949,-2.9996290207,3.7031817436
4.4342536926,-2.9996371269,3.6910383701
5.4343113899,-2.9996430874,3.6805067062
6.4343681335,-2.9996883869,3.6710777283
7.4344258308,-2.9996991158,3.6624851227
8.4344825745,-2.9996643066,3.6545004845
9.4345402718,-2.9996881485,3.6470513344
10.4345970154,-2.9996855259,3.6400048733
11.4346547127,-2.9996907711,3.63331604
12.4337115288,-2.9996769428,3.6269340515
13.4337682724,-2.9997141361,3.6208422184
14.4338254929,-2.9996931553,3.6149291992
15.4338827133,-2.9997110367,3.6092395782
16.4339399338,-2.9996960163,3.6036984921
17.4339971542,-2.9997169971,3.5983345509
18.4340543747,-2.9997141361,3.5931107998
19.4341115952,-2.9997050762,3.5880026817
20.4341688156,-2.9996922016,3.5830280781
21.4342260361,-2.9996988773,3.5781621933
22.4342832565,-2.9996948242,3.5733795166
23.434340477,-2.9997005463,3.5687115192
24.4343976974,-2.9997224808,3.5640864372
25.4344549179,-2.9997067451,3.5595815182
26.4345121384,-2.999686718,3.5551242828
27.4345693588,-2.9997014999,3.5507435799
28.4346265793,-2.9997169971,3.5464243889
29.4336838722,-2.9997212887,3.5421826839
30.4337410927,-2.9997138977,3.5379838943
31.4337983131,-2.9997220039,3.5338609219
32.4338555336,-2.9997303486,3.5297751427
33.4339122772,-2.9997198582,3.5257825851
34.4339694977,-2.9997062683,3.5218417645
35.4340267181,-2.9997098446,3.5179309845
36.4340839386,-2.9997112751,3.5140726566
37.4341411591,-2.9997303486,3.5102694035
38.4341983795,-2.9997224808,3.5064845085
39.4342556,-2.9997022152,3.5027899742
40.4343128204,-2.9997084141,3.4991419315
41.4343700409,-2.9997348785,3.4955272675
42.4344272614,-2.9997084141,3.491976738
43.4344844818,-2.9997103214,3.4884538651
44.4345417023,-2.9996850491,3.4849867821
45.4345989227,-2.9997000694,3.4815685749
46.4346561432,-2.9997014999,3.4781765938
47.4337134361,-2.9997014999,3.4748704433
48.4337706566,-2.9996747971,3.4715688229
49.433827877,-2.999694109,3.4683208466
50.4338850975,-2.9996917248,3.4651226997
51.433942318,-2.9996988773,3.4619479179
52.4339990616,-2.9996986389,3.458837986
53.434056282,-2.9997122288,3.4557423592
54.4341135025,-2.9997014999,3.4526777267
55.434170723,-2.9996917248,3.4496686459
56.4342279434,-2.9996831417,3.4467177391
57.4342851639,-2.9996953011,3.4437718391
58.4343423843,-2.9996826649,3.4408807755
59.4343996048,-2.9997098446,3.4380135536
60.4344568253,-2.9997067451,3.4351775646
61.4345140457,-2.9997007847,3.4323909283
62.4345712662,-2.9997076988,3.4296500683
63.4346284866,-2.9997270107,3.4269208908
64.4336857796,-2.9997091293,3.4242563248
65.433743,-2.9997045994,3.4216070175
66.4338002205,-2.9996974468,3.4189944267
67.4338574409,-2.9997034073,3.4164111614
68.4339146614,-2.9996931553,3.4138510227
69.4339718819,-2.999683857,3.4113214016
70.4340291023,-2.9997086525,3.4088213444
71.4340863228,-2.9997098446,3.4063551426
72.4341430664,-2.9997308254,3.4039332867
73.4342002869,-2.9997191429,3.4015250206
74.4342575073,-2.9997105598,3.3991675377
75.4343147278,-2.9997160435,3.3967943192
76.4343719482,-2.9996960163,3.3944847584
77.4344291687,-2.9997103214,3.3921947479
78.4344863892,-2.9997172356,3.3899376392
79.4345436096,-2.9997124672,3.3876972198
80.4346008301,-2.9997067451,3.3854851723
81.4346580505,-2.9997103214,3.383297205
82.4337153435,-2.9997308254,3.3811399937
83.4337725639,-2.9997179508,3.3790051937
84.4338297844,-2.9997029305,3.3768949509
85.4338870049,-2.9997084141,3.3748130798
86.4339442253,-2.9997165203,3.3727402687
87.4340014458,-2.9997115135,3.3706960678
88.4340586662,-2.9997222424,3.3686747551
89.4341158867,-2.9997320175,3.3666779995
90.4341731071,-2.9997301102,3.3647060394
91.4342303276,-2.9997212887,3.3627488613
92.4342870712,-2.999710083,3.3608102798
93.4343442917,-2.9997172356,3.3588879108
94.4344015121,-2.999710083,3.357011795
95.4344587326,-2.999730587,3.3551352024
96.4345159531,-2.9997224808,3.3532660007
97.4345731735,-2.9997417927,3.3514492512
98.434630394,-2.9997141361,3.3496098518
99.4336872101,-2.9997251034,3.347820282
100.4337449074,-2.9997372627,3.346057415
101.433801651,-2.9997234344,3.3442957401
102.4338593483,-2.9997391701,3.3425605297
103.4339160919,-2.9997413158,3.3408298492
104.4339737892,-2.9997153282,3.3391358852
105.4340305328,-2.9997324944,3.3374390602
106.4340882301,-2.9997019768,3.3357741833
107.4341449738,-2.9997265339,3.3341195583
108.4342026711,-2.9997329712,3.3324868679
109.4342594147,-2.9997167587,3.3308587074
110.434317112,-2.9997127056,3.3292706013
111.4343738556,-2.9997196198,3.3276638985
112.434431076,-2.9997241497,3.3260955811
113.4344882965,-2.999712944,3.3245356083
114.434545517,-2.9997432232,3.3230125904
115.4346022606,-2.9997301102,3.3214888573
