Time (s),Current (A),Voltage(V)
0.4310250282,-2.9995925426,3.8033201694
1.4310817719,-2.9995660782,3.7669355869
2.4311394691,-2.9996042252,3.7497596741
3.4301962852,-2.9996154308,3.7371263504
4.4302535057,-2.9996213913,3.7267644405
5.4303107262,-2.9996349812,3.7177803516
6.4303679466,-2.9996533394,3.7097370625
7.4304246902,-2.9996571541,3.7023544312
8.4304819107,-2.9996528625,3.6955416203
9.4305391312,-2.9996652603,3.6891419888
10.4305963516,-2.9996747971,3.6831181049
11.4306535721,-2.9996767044,3.6773803234
12.4307107925,-2.9996721745,3.6719498634
13.430768013,-2.9996602535,3.6667478085
14.4308252335,-2.9996900558,3.6617777348
15.4308824539,-2.9996974468,3.6569802761
16.4309396744,-2.9996731281,3.6523566246
17.4309968948,-2.9996767044,3.6479198933
18.4310541153,-2.9996769428,3.6435945034
19.4311113358,-2.9996912479,3.6394085884
20.4301686287,-2.9996802807,3.6353464127
21.4302258492,-2.9996957779,3.6313986778
22.4302830696,-2.99969244,3.6275346279
23.4303402901,-2.9997057915,3.6237845421
24.4303975105,-2.9997060299,3.6201012135
25.430454731,-2.999704361,3.6165239811
26.4305119514,-2.9997401237,3.6129901409
27.4305686951,-2.9997098446,3.609568119
28.4306259155,-2.9997191429,3.6061851978
29.430683136,-2.9996891022,3.6028785706
30.4307403564,-2.9997081757,3.5996227264
31.4307975769,-2.9997138977,3.5964131355
32.4308547974,-2.999707222,3.5932796001
33.4309120178,-2.9997241497,3.5901813507
34.4309692383,-2.9997143745,3.5871326923
35.4310264587,-2.9997165203,3.5841462612
36.4310836792,-2.9997103214,3.5812091827
37.4311408997,-2.9997150898,3.5783205032
38.4301981926,-2.9997220039,3.5754663944
39.4302554131,-2.9997158051,3.5726606846
40.4303126335,-2.9997074604,3.5698754787
41.430369854,-2.9997067451,3.567155838
42.4304270744,-2.9996814728,3.5644526482
43.4304842949,-2.9996781349,3.5618126392
44.4305415154,-2.9996800423,3.5591783524
45.4305987358,-2.999682188,3.5566182137
46.4306559563,-2.9996974468,3.5540688038
47.4307126999,-2.9996762276,3.551561594
48.4307699203,-2.9996802807,3.5490903854
49.4308271408,-2.9997014999,3.5466406345
50.4308843613,-2.9996886253,3.5442252159
51.4309415817,-2.9996883869,3.5418515205
52.4309988022,-2.9996917248,3.5395095348
53.4310560226,-2.9997014999,3.5371820927
54.4311132431,-2.9996898174,3.5348963737
55.430170536,-2.9997103214,3.5326387882
56.4302277565,-2.9996912479,3.5303993225
57.430284977,-2.9997014999,3.5281975269
58.4303421974,-2.9996912479,3.5260415077
59.4303994179,-2.9996871948,3.5238924026
60.4304566383,-2.9996836185,3.5217652321
61.4305138588,-2.9996964931,3.5196733475
62.4305710793,-2.9996843338,3.5175998211
63.4306282997,-2.9996893406,3.5155377388
64.4306855202,-2.9997029305,3.5135216713
65.4307427406,-2.9997196198,3.511507988
66.4307994843,-2.9997098446,3.5095415115
67.4308567047,-2.9997041225,3.5075805187
68.4309139252,-2.9997088909,3.5056500435
69.4309711456,-2.9997136593,3.5037314892
70.4310283661,-2.9997181892,3.5018312931
71.4310855865,-2.9997186661,3.4999568462
72.431142807,-2.9997205734,3.4980933666
73.4302000999,-2.999714613,3.4962639809
74.4302573204,-2.9997057915,3.4944405556
75.4303145409,-2.9996988773,3.492641449
76.4303717613,-2.9997158051,3.4908564091
77.4304289818,-2.9997014999,3.4891030788
78.4304862022,-2.9996926785,3.4873671532
79.4305434227,-2.9996817112,3.4856307507
80.4306006432,-2.9997198582,3.48391366
81.4306578636,-2.999714613,3.4822173119
82.4307150841,-2.9997255802,3.4805231094
83.4307723045,-2.9996972084,3.4788601398
84.430829525,-2.9997196198,3.477221489
85.4308867455,-2.9996988773,3.4756064415
86.4309434891,-2.9997062683,3.4739530087
87.4310007095,-2.9997048378,3.472345829
88.43105793,-2.9996948242,3.4707565308
89.4311151505,-2.9996993542,3.4691762924
90.4301719666,-2.9997210503,3.4676060677
91.4302296638,-2.9997200966,3.4660539627
92.4302864075,-2.9997177124,3.4645032883
93.4303441048,-2.9997191429,3.4629716873
94.4304008484,-2.9997324944,3.4614794254
95.4304585457,-2.9997084141,3.4599714279
96.4305152893,-2.9997031689,3.4584627151
97.4305729866,-2.9996974468,3.4569921494
98.4306297302,-2.9997143745,3.4555234909
99.4306874275,-2.999707222,3.4540655613
100.4307441711,-2.9996945858,3.4525985718
101.4308018684,-2.9997081757,3.4511835575
102.4308586121,-2.9997014999,3.449785471
103.4309163094,-2.999710083,3.4483430386
104.430973053,-2.9997050762,3.4469501972
105.4310307503,-2.999694109,3.4455592632
106.4310874939,-2.999694109,3.4441826344
107.4311447144,-2.999683857,3.4428055286
108.4302015305,-2.9996879101,3.4414494038
109.4302592278,-2.9996919632,3.4400956631
110.4303159714,-2.9996900558,3.4387638569
111.4303736687,-2.9996926785,3.437425375
112.4304304123,-2.9997138977,3.4360837936
113.4304881096,-2.9996988773,3.4347720146
114.4305448532,-2.9996922016,3.4334626198
115.4306025505,-2.9997036457,3.4321641922
116.4306592941,-2.9997122288,3.4308960438
117.4307169914,-2.9997286797,3.4295799732
118.430773735,-2.9997224808,3.42831707
119.4308314323,-2.9997096062,3.42705369
120.430888176,-2.9996972084,3.4258031845
121.4309458733,-2.9997105598,3.4245619774
122.4310026169,-2.9997253418,3.4233155251
123.4310603142,-2.9997158051,3.4220747948
124.4311170578,-2.9997003078,3.4208533764
125.4301743507,-2.9997055531,3.419639349
126.4302310944,-2.9997236729,3.418431282
127.4302883148,-2.9997122288,3.4172270298
128.4303455353,-2.9997205734,3.4160411358
129.4304027557,-2.9997000694,3.414857626
130.4304599762,-2.9997110367,3.4136695862
131.4305171967,-2.9997172356,3.4125127792
132.4305744171,-2.9997286797,3.4113461971
133.4306316376,-2.9997315407,3.4101827145
134.430688858,-2.999727726,3.4090263844
135.4307460785,-2.9997236729,3.4078907967
136.430803299,-2.9997153282,3.4067389965
137.4308605194,-2.9997136593,3.4056174755
138.4309177399,-2.9996964931,3.4044923782
139.4309749603,-2.9997074604,3.403375864
140.4310321808,-2.9997282028,3.4022605419
141.4310894012,-2.9997022152,3.4011671543
142.4311466217,-2.9997124672,3.4000432491
143.4302039146,-2.999712944,3.3989691734
144.4302611351,-2.9997172356,3.3978796005
145.4303183556,-2.9997227192,3.3968091011
146.4303750992,-2.9997069836,3.3957297802
147.4304323196,-2.9997260571,3.3946547508
148.4304895401,-2.9997315407,3.3936052322
149.4305467606,-2.999735117,3.3925454617
150.430603981,-2.9997310638,3.3914968967
151.4306612015,-2.9997358322,3.3904514313
152.4307184219,-2.9997296333,3.3894257545
153.4307756424,-2.9997444153,3.3883719444
154.4308328629,-2.999730587,3.387383461
155.4308900833,-2.9997239113,3.3863499165
156.4309473038,-2.9997286797,3.3853387833
157.4310045242,-2.999723196,3.3843281269
158.4310617447,-2.9997234344,3.3833389282
159.4311189651,-2.9997336864,3.3823099136
160.4301762581,-2.999735117,3.3813359737
161.4302334785,-2.9997348785,3.3803672791
162.430290699,-2.9997236729,3.3793799877
163.4303479195,-2.9997377396,3.3783996105
164.4304051399,-2.9997301102,3.3774249554
165.4304618835,-2.9997270107,3.3764586449
166.430519104,-2.9997451305,3.3754899502
167.4305763245,-2.9997253418,3.3745391369
168.4306335449,-2.9997251034,3.3735916615
169.4306907654,-2.9997286797,3.3726429939
170.4307479858,-2.9997191429,3.3717021942
171.4308052063,-2.9997396469,3.3707566261
172.4308624268,-2.9997262955,3.3698222637
173.4309196472,-2.9997241497,3.3688869476
174.4309768677,-2.9997363091,3.3679733276
175.4310340881,-2.9997181892,3.3670659065
176.4310913086,-2.9997341633,3.3661556244
177.4311485291,-2.9997396469,3.3652541637
178.430205822,-2.9997382164,3.3643522263
179.4302630424,-2.9997594357,3.3634426594
180.4303202629,-2.9997332096,3.3625602722
181.4303774834,-2.9997401237,3.3616707325
182.4304347038,-2.9997398853,3.3607749939
183.4304919243,-2.9997355938,3.3599030972
184.4305491447,-2.9997215271,3.3590283394
185.4306058884,-2.9997165203,3.3581731319
186.4306631088,-2.9997186661,3.357306242
187.4307203293,-2.9997265339,3.3564231396
188.4307775497,-2.999723196,3.3555867672
189.4308347702,-2.9997227192,3.3547406197
