Time (s),Current (A),Voltage(V)
0.4230246544,-2.9996488094,3.8503382206
1.4230818748,-2.9996714592,3.8238005638
2.4231390953,-2.9996681213,3.8104560375
3.4231963158,-2.9996747971,3.8005099297
4.4232535362,-2.9996812344,3.7922611237
5.4233107567,-2.9997141361,3.7850534916
6.4233675003,-2.9997112751,3.7785124779
7.4234247208,-2.9997110367,3.7725212574
8.4234819412,-2.9997479916,3.7669408321
9.4235391617,-2.9997432232,3.7616825104
10.4225959778,-2.9997594357,3.7567436695
11.4226536751,-2.9997479916,3.752017498
12.4227104187,-2.999753952,3.7475140095
13.422768116,-2.9997465611,3.7431998253
14.4228248596,-2.9997508526,3.7390694618
15.4228825569,-2.9997570515,3.7351031303
16.4229393005,-2.9997494221,3.7313001156
17.4229969978,-2.999756813,3.727602005
18.4230537415,-2.9997611046,3.7240469456
19.4231114388,-2.9997677803,3.7205963135
20.4231681824,-2.9997565746,3.7172467709
21.4232258797,-2.9997768402,3.7140016556
22.4232826233,-2.9997582436,3.7108507156
23.4233403206,-2.9997675419,3.7077863216
24.4233970642,-2.9997742176,3.7047848701
25.4234547615,-2.9997720718,3.7018766403
26.4235115051,-2.9997639656,3.6990237236
27.4225687981,-2.9997656345,3.6962273121
28.4226255417,-2.9997630119,3.6934831142
29.422683239,-2.9997606277,3.6908078194
30.4227399826,-2.999751091,3.6881458759
31.4227976799,-2.9997484684,3.6855969429
32.4228544235,-2.9997808933,3.6830503941
33.4229121208,-2.9997591972,3.6805231571
34.4229688644,-2.9997618198,3.6780691147
35.4230265617,-2.999765873,3.6756291389
36.4230833054,-2.9997694492,3.6732270718
37.4231410027,-2.9997727871,3.6708850861
38.4231977463,-2.9997813702,3.6685538292
39.4232554436,-2.9997630119,3.6662425995
40.4233121872,-2.9997704029,3.6639885902
41.4233698845,-2.9997663498,3.6617591381
42.4234266281,-2.9997470379,3.6595599651
43.4234843254,-2.9997601509,3.6573693752
44.423541069,-2.9997608662,3.6552166939
45.422598362,-2.9997460842,3.6531062126
46.4226551056,-2.9997720718,3.6510128975
47.422712326,-2.9997713566,3.6489682198
48.4227695465,-2.9997498989,3.6469135284
49.422826767,-2.9997649193,3.6448850632
50.4228839874,-2.999774456,3.6429021358
51.4229412079,-2.9997711182,3.6409368515
52.4229984283,-2.9997537136,3.6389873028
53.4230556488,-2.999756813,3.6370613575
54.4231128693,-2.9997782707,3.6351625919
55.4231700897,-2.9997718334,3.633307457
56.4232273102,-2.9997925758,3.6314435005
57.4232845306,-2.9997637272,3.6296286583
58.4233417511,-2.99974823,3.627825737
59.4233989716,-2.9997603893,3.6260483265
60.423456192,-2.9997758865,3.6242983341
61.4235134125,-2.9997553825,3.6225645542
62.4225707054,-2.9997651577,3.6208724976
63.4226279259,-2.9997649193,3.6191759109
64.4226851463,-2.9997410774,3.6175169945
65.42274189,-2.9997475147,3.6158676147
66.4227991104,-2.9997582436,3.6142380238
67.4228563309,-2.999758482,3.6126379967
68.4229135513,-2.9997711182,3.6110479832
69.4229707718,-2.9997479916,3.6095066071
70.4230279922,-2.9997782707,3.6079907417
71.4230852127,-2.9997498989,3.6064689159
72.4231424332,-2.9997427464,3.6049673557
73.4231996536,-2.9997472763,3.603495121
74.4232568741,-2.9997296333,3.602032423
75.4233140945,-2.9997632504,3.6005861759
76.423371315,-2.9997441769,3.5991780758
77.4234285355,-2.9997565746,3.5977666378
78.4234857559,-2.9997632504,3.5963790417
79.4235429764,-2.9997553825,3.5950174332
80.4226002693,-2.999768734,3.5936462879
81.4226574898,-2.9997522831,3.5923340321
82.4227147102,-2.9997546673,3.5910232067
83.4227719307,-2.9997458458,3.5897195339
84.4228291512,-2.9997575283,3.5884187222
85.4228858948,-2.9997456074,3.58715415
86.4229431152,-2.9997475147,3.5858998299
87.4230003357,-2.9997491837,3.5846648216
88.4230575562,-2.9997341633,3.5834410191
89.4231147766,-2.9997348785,3.5822119713
90.4231719971,-2.9997541904,3.5810108185
91.4232292175,-2.9997594357,3.5798122883
92.423286438,-2.9997520447,3.5786294937
93.4233436584,-2.9997727871,3.5774507523
94.4234008789,-2.9997749329,3.5762896538
95.4234580994,-2.9997565746,3.5751523972
96.4235153198,-2.9997467995,3.5740206242
97.4225726128,-2.9997677803,3.5729031563
98.4226298332,-2.9997594357,3.5717775822
99.4226870537,-2.9997835159,3.5706703663
100.4227442741,-2.999771595,3.5695765018
101.4228014946,-2.9997797012,3.5684857368
102.4228587151,-2.999776125,3.5674059391
103.4229159355,-2.999771595,3.5663266182
104.422973156,-2.9997560978,3.5652654171
105.4230298996,-2.9997677803,3.5642187595
106.4230871201,-2.9997699261,3.5631685257
107.4231443405,-2.999767065,3.5621461868
108.423201561,-2.9997649193,3.5611059666
109.4232587814,-2.9997644424,3.5600917339
110.4233160019,-2.9997589588,3.5590560436
111.4233732224,-2.9997830391,3.5580539703
112.4234304428,-2.9997651577,3.5570626259
113.4234876633,-2.9997754097,3.556068182
114.4235448837,-2.9997634888,3.5550780296
115.4226021767,-2.9997630119,3.5541009903
116.4226593971,-2.9997816086,3.5531234741
117.4227166176,-2.9997720718,3.5521464348
118.422773838,-2.9997730255,3.5511929989
