Time (s),Current (A),Voltage(V)
0.4340248108,-2.9996554852,3.8502428532
1.4340820313,-2.9996807575,3.8241052628
2.4341392517,-2.9996540546,3.8109107018
3.4341964722,-2.9996802807,3.8010754585
4.4342536926,-2.9996829033,3.7928640842
5.4343109131,-2.9996697903,3.7856962681
6.4343681335,-2.9996964931,3.7792096138
7.4344248772,-2.9997105598,3.7732584476
8.4344820976,-2.9997205734,3.7676999569
9.4345393181,-2.9997172356,3.762447834
10.433596611,-2.9997253418,3.757527113
11.4336538315,-2.9997420311,3.7528381348
12.4337110519,-2.9997322559,3.7483844757
13.4337682724,-2.9997501373,3.7440826893
14.4338254929,-2.9997646809,3.7399802208
15.4338827133,-2.9997196198,3.7360591888
16.4339399338,-2.9997458458,3.7322463989
17.4339971542,-2.9997336864,3.7285909653
18.4340543747,-2.9997537136,3.7250547409
19.4341115952,-2.9997444153,3.7216117382
20.4341688156,-2.9997596741,3.718290329
21.4342260361,-2.9997656345,3.7150671482
22.4342832565,-2.9997630119,3.7119441032
23.434340477,-2.9997427464,3.7088620663
24.4343976974,-2.9997546673,3.7059109211
25.4344549179,-2.9997415543,3.7030193806
26.4345121384,-2.9997525215,3.7001831532
27.4335689545,-2.9997491837,3.6974172592
28.4336261749,-2.9997639656,3.6946976185
29.4336833954,-2.999765873,3.6920375824
30.4337406158,-2.9997704029,3.6894173622
31.4337978363,-2.9997758865,3.6868519783
32.4338550568,-2.9997692108,3.6843276024
33.4339122772,-2.9997720718,3.6818301678
34.4339694977,-2.9997830391,3.6793971062
35.4340267181,-2.9997701645,3.6769840717
36.4340839386,-2.9997601509,3.6746034622
37.4341411591,-2.9997563362,3.6722762585
38.4341983795,-2.9997537136,3.6699595451
39.4342556,-2.9997651577,3.6676926613
40.4343128204,-2.9997782707,3.6654212475
41.4343700409,-2.9997498989,3.6632325649
42.4344272614,-2.9997553825,3.6610264778
43.4344844818,-2.9997622967,3.6588754654
44.4345417023,-2.9997487068,3.6567354202
45.4335985184,-2.9997475147,3.6546430588
46.4336557388,-2.9997596741,3.6525490284
47.4337124825,-2.9997417927,3.6505126953
48.4337701797,-2.999758482,3.6484596729
49.4338269234,-2.9997429848,3.6464455128
50.4338846207,-2.9997253418,3.6444454193
51.4339413643,-2.9997601509,3.6424965858
52.4339990616,-2.999753952,3.6405358315
53.4340558052,-2.9997620583,3.6386351585
54.4341135025,-2.9997437,3.6367480755
55.4341702461,-2.9997456074,3.6348640919
56.4342279434,-2.9997608662,3.633004427
57.434284687,-2.999767065,3.6311981678
58.4343423843,-2.9997651577,3.6293919086
59.434399128,-2.9997620583,3.6276128292
60.4344568253,-2.9997651577,3.6258542538
61.4345135689,-2.999758482,3.6240940094
62.4335713387,-2.9997520447,3.6223819256
63.4336280823,-2.9997680187,3.6206707954
64.4336853027,-2.9997644424,3.6189966202
65.4337425232,-2.999777317,3.6173400879
66.4337997437,-2.9997851849,3.6157224178
67.4338564873,-2.9997603893,3.6141152382
68.4339141846,-2.999771595,3.6125264168
69.4339709282,-2.9997644424,3.6109461784
70.4340286255,-2.9997620583,3.6093943119
71.4340853691,-2.9997634888,3.6078658104
72.4341430664,-2.9997725487,3.6063644886
73.43419981,-2.9997563362,3.6048858166
74.4342575073,-2.9997580051,3.6033978462
75.4343142509,-2.999778986,3.6019546986
76.4343719482,-2.999767065,3.6005165577
77.4344286919,-2.9997794628,3.5991005898
78.4344863892,-2.9997692108,3.5976879597
79.4345431328,-2.9997649193,3.5963106155
80.4336004257,-2.9997868538,3.5949556828
81.4336576462,-2.9997596741,3.5936200619
82.4337148666,-2.9997487068,3.5922892094
83.4337720871,-2.9997820854,3.5909574032
84.4338293076,-2.999765873,3.5896861553
85.433886528,-2.9997529984,3.5883882046
86.4339437485,-2.9997644424,3.5871312618
87.4340004921,-2.9997806549,3.5858747959
88.4340577126,-2.999792099,3.5846266747
89.434114933,-2.999786377,3.5834105015
90.4341721535,-2.9997625351,3.5821948051
91.4342293739,-2.9997820854,3.5809948444
92.4342865944,-2.9997692108,3.5798103809
93.4343438148,-2.9997878075,3.578638792
94.4344010353,-2.9997699261,3.5774877071
95.4344582558,-2.9997675419,3.5763237476
96.4345154762,-2.9997746944,3.57518363
97.4335727692,-2.9997651577,3.5740771294
98.4336299896,-2.9997608662,3.572940588
