Time (s),Current (A),Voltage(V)
0.4370250702,-2.9995954037,3.8366117477
1.4370822906,-2.9996020794,3.8051712513
2.4371395111,-2.9996330738,3.7901427746
3.4371967316,-2.9996378422,3.7790925503
4.437253952,-2.9996798038,3.7699797153
5.4373111725,-2.9996740818,3.7620549202
6.4373683929,-2.9996976852,3.7549340725
7.4374256134,-2.9996876717,3.7484352589
8.4374828339,-2.9997014999,3.7423758507
9.4375400543,-2.9996800423,3.7367300987
10.4375972748,-2.9996993542,3.7313745022
11.4376544952,-2.9996905327,3.7263097763
12.4377117157,-2.9997045994,3.72148633
13.4367690086,-2.9996938705,3.716858387
14.4368257523,-2.9997005463,3.7124466896
15.4368834496,-2.9997081757,3.7081882954
16.4369401932,-2.9997234344,3.7041120529
17.4369978905,-2.9997153282,3.7001526356
18.4370546341,-2.9997060299,3.6963322163
19.4371123314,-2.9997062683,3.6926381588
20.437169075,-2.9997131824,3.689040184
21.4372262955,-2.9997045994,3.6855511665
22.4372835159,-2.9997210503,3.6821482182
23.4373407364,-2.9997205734,3.6788563728
24.43739748,-2.9997358322,3.6756339073
25.4374551773,-2.9997127056,3.6724817753
26.4375119209,-2.9997165203,3.6694161892
27.4375696182,-2.9997220039,3.6664171219
28.4376263618,-2.9997205734,3.6634819508
29.4376840591,-2.9997048378,3.6605870724
30.4377408028,-2.9997124672,3.6577746868
31.4367985725,-2.9997031689,3.6550190449
32.4368553162,-2.9997014999,3.6523053646
33.4369130135,-2.9997222424,3.6496317387
34.4369697571,-2.999730587,3.647005558
35.4370274544,-2.999712944,3.6444251537
36.437084198,-2.9997220039,3.6418960094
37.4371418953,-2.9997267723,3.6394069195
38.4371986389,-2.9997274876,3.6369419098
39.4372563362,-2.9997141361,3.6345183849
40.4373130798,-2.9997086525,3.6321456432
41.4373703003,-2.9997050762,3.6297962666
42.4374275208,-2.9997086525,3.6274831295
43.4374847412,-2.9997239113,3.6252119541
44.4375414848,-2.9997220039,3.6229696274
45.4375991821,-2.9997220039,3.6207766533
46.4376559258,-2.9997184277,3.618601799
47.437713623,-2.9997103214,3.6164383888
48.4367704391,-2.9996972084,3.6143503189
49.4368276596,-2.9996945858,3.6122663021
50.4368848801,-2.9997155666,3.6101951599
51.4369421005,-2.9997196198,3.6082069874
52.436999321,-2.9997181892,3.6061942577
53.4370565414,-2.9997086525,3.6042413712
54.4371137619,-2.9997096062,3.6023015976
55.4371709824,-2.9997115135,3.6004052162
56.4372282028,-2.9997186661,3.5984833241
57.4372854233,-2.9997112751,3.596650362
58.4373426437,-2.9997086525,3.5948183537
59.4373998642,-2.9996986389,3.593006134
60.4374570847,-2.9997074604,3.5912227631
61.4375143051,-2.9997122288,3.5894651413
62.4375715256,-2.9997062683,3.587719202
63.437628746,-2.9997255802,3.5860183239
64.4376854897,-2.9996974468,3.5843229294
65.4377427101,-2.9997103214,3.5826494694
66.4368000031,-2.9997017384,3.5810029507
67.4368572235,-2.9997096062,3.5793800354
68.436914444,-2.9997036457,3.5777792931
69.4369716644,-2.9997186661,3.5762114525
70.4370288849,-2.9997096062,3.5746483803
71.4370861053,-2.9997153282,3.5730969906
72.4371433258,-2.9997045994,3.5715651512
73.4372005463,-2.9997150898,3.5700507164
74.4372577667,-2.9997136593,3.5685827732
75.4373149872,-2.9997034073,3.5671050549
76.4373722076,-2.9997103214,3.5656249523
77.4374294281,-2.9997122288,3.5641942024
78.4374866486,-2.9997112751,3.5627717972
79.437543869,-2.9997074604,3.561362505
80.4376010895,-2.9997098446,3.5599844456
81.4376583099,-2.9997181892,3.5585861206
82.4377155304,-2.9997375011,3.5572195053
83.4367723465,-2.9997308254,3.5558719635
84.436829567,-2.9997007847,3.5545303822
85.4368867874,-2.9996931553,3.5532135963
86.4369440079,-2.9997127056,3.5519003868
87.4370012283,-2.9997265339,3.5505819321
88.4370584488,-2.9997246265,3.5492928028
89.4371156693,-2.9997150898,3.5480251312
90.4371728897,-2.999735117,3.5467581749
91.4372301102,-2.9997234344,3.5454795361
92.4372873306,-2.9997439384,3.5442576408
93.4373445511,-2.9997131824,3.5430078506
94.4374017715,-2.9997317791,3.5417692661
95.437458992,-2.9997200966,3.5405576229
96.4375162125,-2.9996995926,3.5393440723
97.4375734329,-2.9997274876,3.5381686687
98.4376306534,-2.9997279644,3.5369803905
99.4376878738,-2.999712944,3.5357923508
100.4377450943,-2.9997069836,3.5346367359
101.4368019104,-2.9997205734,3.5334663391
102.4368591309,-2.9997255802,3.5323085785
103.4369163513,-2.999712944,3.531154871
104.4369735718,-2.9997279644,3.5300006866
105.4370307922,-2.9997165203,3.5288834572
106.4370880127,-2.9997618198,3.5277619362
107.4371452332,-2.9997184277,3.5266363621
108.4372024536,-2.9997444153,3.5255298615
109.4372596741,-2.9997475147,3.5244054794
110.4373168945,-2.999702692,3.5233132839
111.437374115,-2.9997184277,3.5222206116
112.4374313354,-2.9997205734,3.5211281776
113.4374885559,-2.999730587,3.5200669765
114.4375457764,-2.9997332096,3.5190019608
115.4376029968,-2.9997336864,3.5179293156
116.4376602173,-2.9997348785,3.5168755054
117.4377174377,-2.9997460842,3.515806675
118.4367747307,-2.9997308254,3.5147733688
119.4368314743,-2.9997432232,3.5137326717
120.4368886948,-2.9997370243,3.512701273
121.4369459152,-2.9997591972,3.511674881
122.4370031357,-2.9997565746,3.5106301308
123.4370603561,-2.9997432232,3.5096313953
124.4371175766,-2.9997301102,3.508607626
125.4371747971,-2.9997227192,3.5075981617
126.4372320175,-2.9997365475,3.5065786839
127.437289238,-2.9997360706,3.5055646896
128.4373464584,-2.9997487068,3.504578352
129.4374036789,-2.9997212887,3.50360322
130.4374608994,-2.9997270107,3.5026040077
131.4375181198,-2.9997384548,3.5016176701
