Time (s),Current (A),Voltage(V)
0.430024147,-2.9995844364,3.8406226635
1.4300813675,-2.9996128082,3.8106489182
2.430138588,-2.9996166229,3.7960095406
3.4301958084,-2.9996643066,3.7852020264
4.4302530289,-2.9996421337,3.7763106823
5.4293103218,-2.9996731281,3.7685813904
6.4293675423,-2.9997124672,3.7616238594
7.4294247627,-2.999714613,3.755245924
8.4294819832,-2.9997048378,3.7493138313
9.4295392036,-2.9997191429,3.7437562943
10.4295964241,-2.9996931553,3.7385246754
11.4296536446,-2.9996891022,3.7335333824
12.429710865,-2.999689579,3.7287876606
13.4297676086,-2.9996974468,3.7242517471
14.4298248291,-2.9996967316,3.7198965549
15.4298820496,-2.999707222,3.7157065868
16.42993927,-2.9997086525,3.7116839886
17.4299964905,-2.9997286797,3.7077968121
18.4300537109,-2.9997320175,3.7040586472
19.4301109314,-2.9997215271,3.7004039288
20.4301681519,-2.9997320175,3.6968579292
21.4302253723,-2.9997465611,3.6934478283
22.4302825928,-2.9997215271,3.6900994778
23.4293398857,-2.9997267723,3.6868686676
24.4293971062,-2.9997429848,3.683693409
25.4294543266,-2.9997377396,3.680608511
26.4295115471,-2.9997384548,3.6775743961
27.4295687675,-2.9997317791,3.6746227741
28.429625988,-2.9997234344,3.6717307568
29.4296832085,-2.9997363091,3.6688759327
30.4297404289,-2.9997181892,3.6661117077
31.4297976494,-2.9997136593,3.6633749008
32.429854393,-2.9997153282,3.660680294
33.4299116135,-2.9997289181,3.6580474377
34.4299688339,-2.9997262955,3.6554768085
35.4300260544,-2.999710083,3.6528992653
36.4300832748,-2.9997320175,3.6504235268
37.4301404953,-2.9997220039,3.6479535103
38.4301977158,-2.999730587,3.6455218792
39.4302549362,-2.9997329712,3.6431472301
40.4293122292,-2.9997150898,3.6407921314
41.4293694496,-2.9997365475,3.6384813786
42.4294266701,-2.9997169971,3.6362044811
43.4294838905,-2.9997060299,3.6339578629
44.429541111,-2.9997017384,3.6317415237
45.4295983315,-2.9997012615,3.6295590401
46.4296555519,-2.9996726513,3.627407074
47.4297127724,-2.9996993542,3.6252963543
48.4297699928,-2.9997103214,3.6232016087
49.4298272133,-2.9997124672,3.6211352348
50.4298844337,-2.9997074604,3.6190991402
51.4299416542,-2.9996991158,3.6171033382
52.4299983978,-2.9997127056,3.6151349545
53.4300556183,-2.9997127056,3.6132025719
54.4301128387,-2.9997358322,3.6112616062
55.4301700592,-2.9996945858,3.6093726158
56.4302272797,-2.9997155666,3.6075248718
57.4302845001,-2.9997112751,3.6056752205
58.4293417931,-2.9997158051,3.6038734913
59.4293990135,-2.9996826649,3.6021020412
60.429456234,-2.9996962547,3.6003365517
61.4295134544,-2.9997315407,3.5986011028
62.4295706749,-2.9997220039,3.5968899727
63.4296278954,-2.999724865,3.595212698
64.4296851158,-2.9997045994,3.5935382843
65.4297423363,-2.9997029305,3.5918974876
66.4297995567,-2.9997282028,3.5902814865
67.4298567772,-2.9997131824,3.5886702538
68.4299139977,-2.9997191429,3.587092638
69.4299712181,-2.9997057915,3.5855360031
70.4300284386,-2.9997437,3.5839886665
71.430085659,-2.999730587,3.5824818611
