Time (s),Current (A),Voltage(V)
0.4350247383,-2.9996352196,3.8451268673
1.4350824356,-2.999622345,3.8167126179
2.4351391792,-2.999642849,3.8026800156
3.4351968765,-2.9996218681,3.7922663689
4.4352536201,-2.9996752739,3.7836389542
5.4353113174,-2.9996907711,3.7761194706
6.4353680611,-2.9997122288,3.769349575
7.4354257584,-2.9996845722,3.7631456852
8.435482502,-2.99969244,3.7573418617
9.4355397224,-2.9997096062,3.7519202232
10.4355969429,-2.9996783733,3.7467906475
11.4356541634,-2.999702692,3.7419066429
12.4357113838,-2.9997179508,3.737257719
13.4357686043,-2.9996922016,3.7328128815
14.4358253479,-2.9997034073,3.728553772
15.4358830452,-2.9997074604,3.7244381905
16.4359397888,-2.999723196,3.7204840183
17.4359974861,-2.9997169971,3.7166683674
18.4350543022,-2.9997136593,3.7129831314
19.4351119995,-2.9997267723,3.7094395161
20.4351687431,-2.9997136593,3.7059555054
21.4352264404,-2.9997055531,3.7025797367
22.4352831841,-2.9997324944,3.699290514
23.4353408813,-2.9997091293,3.6961092949
24.435397625,-2.9997255802,3.69298172
25.4354553223,-2.9997215271,3.6899285316
26.4355120659,-2.9997427464,3.6869590282
27.4355697632,-2.9997172356,3.6840264797
28.4356265068,-2.9997103214,3.6811611652
29.4356837273,-2.9997344017,3.678344965
30.4357409477,-2.9997255802,3.6755747795
31.4357981682,-2.9997220039,3.6728644371
32.4358553886,-2.9997329712,3.6702170372
33.4359126091,-2.9997370243,3.6675887108
34.4359693527,-2.9997446537,3.6650197506
35.4350266457,-2.9997155666,3.6624734402
36.4350838661,-2.9997186661,3.6599898338
37.4351410866,-2.9997346401,3.6575262547
38.435198307,-2.9997186661,3.6550931931
39.4352555275,-2.9997487068,3.6526863575
40.435312748,-2.9997303486,3.6503484249
41.4353699684,-2.999723196,3.6480395794
42.4354271889,-2.9997384548,3.6457676888
43.4354844093,-2.9997348785,3.6435124874
44.4355416298,-2.9997427464,3.6412723064
45.4355988503,-2.9997406006,3.6390962601
46.4356560707,-2.9997172356,3.6369287968
47.4357132912,-2.9997391701,3.6348068714
48.4357705116,-2.9997396469,3.632704258
49.4358277321,-2.9997348785,3.6306371689
50.4358849525,-2.9997267723,3.6285989285
51.435942173,-2.999712944,3.626581192
52.4349989891,-2.9997358322,3.6246151924
53.4350562096,-2.9996995926,3.6226630211
54.43511343,-2.999712944,3.6207306385
55.4351706505,-2.9997241497,3.6188268661
56.4352278709,-2.9997501373,3.6169538498
57.4352850914,-2.9997279644,3.6151132584
58.4353423119,-2.9997200966,3.613294363
59.4353995323,-2.9997384548,3.6115057468
60.4354567528,-2.9997112751,3.6097431183
61.4355139732,-2.9997251034,3.6079854965
62.4355711937,-2.9997479916,3.6062631607
63.4356284142,-2.9997401237,3.6045842171
64.4356856346,-2.9997220039,3.6029148102
65.4357428551,-2.9997444153,3.6012575626
66.4358000755,-2.9997172356,3.5996384621
67.435857296,-2.9997289181,3.5980472565
68.4359145164,-2.9997358322,3.5964543819
69.4359717369,-2.9997365475,3.5948917866
70.435028553,-2.9997329712,3.5933680534
71.4350857735,-2.9997403622,3.591853857
72.4351429939,-2.9997332096,3.5903484821
73.4352002144,-2.9997255802,3.5888674259
74.4352574348,-2.9997451305,3.5873949528
75.4353146553,-2.9997262955,3.5859465599
76.4353718758,-2.9997251034,3.5845274925
77.4354290962,-2.9997091293,3.5831120014
78.4354863167,-2.9997265339,3.5817286968
79.4355435371,-2.9997191429,3.5803518295
80.4356007576,-2.9997398853,3.5790157318
81.4356579781,-2.9997301102,3.5776512623
82.4357151985,-2.9997265339,3.5763361454
83.435772419,-2.9997246265,3.5750062466
84.4358296394,-2.9997282028,3.5737264156
85.4358868599,-2.9997470379,3.5724308491
86.4359440804,-2.999735117,3.5711724758
87.4350013733,-2.9997236729,3.5699043274
88.4350581169,-2.9997410774,3.5686643124
89.4351153374,-2.9997360706,3.5674402714
90.4351725578,-2.9997315407,3.566214323
91.4352297783,-2.9997160435,3.5649952888
