Time (s),Current (A),Voltage(V)
0.4380254745,-2.9996619225,3.8503696918
1.438082695,-2.9996752739,3.8234415054
2.4381399155,-2.999669075,3.8100559711
3.4381971359,-2.9996693134,3.8000788689
4.4382543564,-2.9996857643,3.7918255329
5.4383115768,-2.9997088909,3.7845563889
6.4383683205,-2.9997220039,3.7780439854
7.4384255409,-2.9997291565,3.7720398903
8.4384827614,-2.9997150898,3.7664210796
9.4385399818,-2.9997262955,3.7611680031
10.4385972023,-2.9997251034,3.7562031746
11.4386544228,-2.9997253418,3.7514572144
12.4377117157,-2.9997315407,3.7469468117
13.4377689362,-2.9997391701,3.742638588
14.4378261566,-2.9997591972,3.7385036945
15.4378833771,-2.9997413158,3.7345311642
16.4379405975,-2.9997563362,3.7306923866
17.437997818,-2.999756813,3.7269926071
18.4380550385,-2.9997625351,3.7234237194
19.4381122589,-2.9997739792,3.7199664116
20.4381694794,-2.9997513294,3.7166285515
21.4382266998,-2.999778986,3.7133767605
22.4382839203,-2.9997828007,3.7102024555
23.4383411407,-2.9997758865,3.7071306705
24.4383983612,-2.9997742176,3.7041509151
25.4384555817,-2.9997553825,3.7012307644
26.4385123253,-2.9997749329,3.6983659267
27.4385695457,-2.9997739792,3.6955699921
28.4386267662,-2.9997389317,3.6928098202
29.4376835823,-2.9997577667,3.6901268959
30.4377412796,-2.999758482,3.6874690056
31.4377980232,-2.9997754097,3.6848750114
32.4378557205,-2.9997582436,3.6823136806
33.4379124641,-2.9997494221,3.6797990799
34.4379701614,-2.9997770786,3.6773178577
35.4380269051,-2.9997713566,3.6748709679
36.4380846024,-2.9997472763,3.6724812984
37.438141346,-2.999768734,3.6701421738
38.4381990433,-2.9997646809,3.6677742004
39.4382557869,-2.9997706413,3.6655013561
40.4383134842,-2.9997630119,3.6632146835
41.4383702278,-2.9997608662,3.6609721184
42.4384279251,-2.99974823,3.6587588787
43.4384846687,-2.9997508526,3.6565659046
44.438542366,-2.9997582436,3.654419899
45.4385991096,-2.9997675419,3.6522929668
46.4386563301,-2.9997479916,3.6501982212
47.4377131462,-2.9997415543,3.6481137276
48.4377708435,-2.9997479916,3.646068573
49.4378275871,-2.999767065,3.6440446377
50.4378852844,-2.9997494221,3.6420631409
51.437942028,-2.9997591972,3.6400823593
52.4379997253,-2.9997513294,3.6381244659
53.438056469,-2.9997494221,3.6361958981
54.4381141663,-2.9997611046,3.6343266964
55.4381709099,-2.9997885227,3.6324524879
