Time (s),Current (A),Voltage(V)
0.4240241051,-2.999578476,3.8089973927
1.4240813255,-2.999576807,3.7727138996
2.424138546,-2.9995954037,3.7555015087
3.4241957664,-2.9996447563,3.7429060936
4.4242529869,-2.9996268749,3.7325806618
5.4243102074,-2.9996414185,3.723618269
6.424366951,-2.9996540546,3.7156126499
7.4244246483,-2.9996745586,3.7082896233
8.4244813919,-2.9996745586,3.7015051842
9.4245390892,-2.9996566772,3.6951553822
10.4245958328,-2.9996483326,3.6891655922
11.4246535301,-2.9996676445,3.6835031509
12.4247102737,-2.9996707439,3.6781117916
13.424767971,-2.9996685982,3.6729569435
14.4238247871,-2.9996705055,3.668025732
15.4238820076,-2.9996769428,3.6632783413
16.4239392281,-2.9996812344,3.6587131023
17.4239964485,-2.9996728897,3.6542975903
18.424053669,-2.9996886253,3.6500489712
19.4241108894,-2.9996862411,3.6458938122
20.4241681099,-2.9996824265,3.6418685913
21.4242253304,-2.9996972084,3.6379740238
22.4242825508,-2.999686718,3.6341762543
23.4243397713,-2.999671936,3.6304550171
24.4243965149,-2.9997084141,3.626799345
25.4244537354,-2.9996898174,3.6232745647
26.4245109558,-2.9996926785,3.6198153496
27.4245681763,-2.9997036457,3.6164143085
28.4246253967,-2.9996957779,3.6130945683
29.4246826172,-2.9996936321,3.6098053455
30.4247398376,-2.9996979237,3.6066231728
31.4237971306,-2.9996926785,3.6034739017
32.423854351,-2.9997014999,3.6004087925
33.4239115715,-2.9997165203,3.5973579884
34.423968792,-2.9996962547,3.5943715572
35.4240260124,-2.9996871948,3.5914287567
36.4240832329,-2.999673605,3.5885295868
37.4241404533,-2.9996755123,3.5856955051
38.4241976738,-2.9996871948,3.5828919411
39.4242548943,-2.9996781349,3.5801301003
40.4243121147,-2.9996953011,3.5774006844
41.4243693352,-2.999666214,3.5747482777
42.4244265556,-2.9996974468,3.5721158981
43.4244837761,-2.9996905327,3.5695197582
44.4245405197,-2.9996886253,3.5669624805
45.4245977402,-2.9996781349,3.5644488335
46.4246549606,-2.9996953011,3.5619647503
47.4247121811,-2.9996850491,3.5595266819
48.4247694016,-2.9996871948,3.5571124554
49.4238266945,-2.999683857,3.5547254086
50.4238839149,-2.9996769428,3.5523922443
51.4239411354,-2.9997117519,3.5500693321
52.4239983559,-2.9996995926,3.5477924347
53.4240555763,-2.9996659756,3.5455572605
54.4241127968,-2.9996981621,3.5433404446
55.4241700172,-2.9996967316,3.5411417484
56.4242272377,-2.9996898174,3.5389971733
57.4242844582,-2.9996674061,3.5368666649
