Time (s),Current (A),Voltage(V)
0.4250235558,-2.9996590614,3.8501777649
1.4250807762,-2.9996826649,3.8233108521
2.4251379967,-2.9996566772,3.809855938
3.4251952171,-2.9996700287,3.7998576164
4.4252524376,-2.9996652603,3.7915637493
5.4253096581,-2.9996864796,3.7842783928
6.4253668785,-2.9997084141,3.7777347565
7.425424099,-2.9997181892,3.7716913223
8.4254813194,-2.9997193813,3.7660722733
9.4255385399,-2.9997150898,3.7607860565
10.4255957603,-2.9997241497,3.7558102608
11.4256529808,-2.9997131824,3.7510561943
12.4257102013,-2.9997198582,3.7465305328
13.4257674217,-2.9997143745,3.7422132492
14.4248247147,-2.9997251034,3.7380645275
15.4248819351,-2.9997348785,3.7340652943
16.4249391556,-2.9997425079,3.7302348614
17.424996376,-2.9997215271,3.7265231609
18.4250535965,-2.9997580051,3.7229218483
19.4251103401,-2.9997563362,3.719473362
20.4251675606,-2.9997525215,3.7160990238
21.425224781,-2.9997329712,3.7128443718
22.4252820015,-2.9997451305,3.7096669674
23.425339222,-2.9997429848,3.7065646648
24.4253964424,-2.999765873,3.7035732269
25.4254536629,-2.9997396469,3.700622797
26.4255108833,-2.9997630119,3.6977496147
27.4255681038,-2.9997465611,3.6949155331
28.4256253242,-2.9997506142,3.6921620369
29.4256825447,-2.9997758865,3.6894443035
30.4257397652,-2.9997413158,3.6867845058
31.4247970581,-2.9997332096,3.6841647625
32.4248542786,-2.9997553825,3.6816020012
33.424911499,-2.9997498989,3.6790668964
34.4249687195,-2.999758482,3.6765885353
35.4250259399,-2.9997534752,3.674123764
36.4250831604,-2.9997563362,3.6716790199
37.4251403809,-2.9997749329,3.6693065166
38.4251976013,-2.9997823238,3.6669692993
39.4252543449,-2.9997575283,3.6646575928
40.4253115654,-2.9997498989,3.6623623371
41.4253687859,-2.9997611046,3.6600935459
42.4254260063,-2.9997570515,3.6578779221
43.4254832268,-2.9997396469,3.655700922
44.4255404472,-2.9997577667,3.6535241604
45.4255976677,-2.9997541904,3.6513915062
46.4256548882,-2.9997529984,3.6492741108
47.4257121086,-2.9997437,3.647195816
48.4257693291,-2.9997506142,3.6451294422
49.424826622,-2.9997589588,3.6430945396
50.4248838425,-2.9997401237,3.6410930157
51.4249410629,-2.9997451305,3.639125824
52.4249982834,-2.9997520447,3.6371724606
53.4250555038,-2.9997582436,3.6352438927
54.4251127243,-2.9997632504,3.6333580017
55.4251699448,-2.9997396469,3.6314911842
56.4252271652,-2.9997534752,3.6296205521
57.4252843857,-2.9997479916,3.6277866364
58.4253416061,-2.9997720718,3.6259799004
59.4253983498,-2.9997754097,3.624194622
60.4254555702,-2.9997630119,3.6224324703
61.4255127907,-2.9997479916,3.6207017899
62.4255700111,-2.9997537136,3.6189906597
63.4256272316,-2.9997444153,3.6173040867
64.4256844521,-2.9997644424,3.6156315804
65.4257416725,-2.9997634888,3.6140015125
66.4247989655,-2.9997797012,3.6123929024
67.4248557091,-2.9997596741,3.6107878685
68.4249134064,-2.9997618198,3.6092178822
69.42497015,-2.999756813,3.6076619625
70.4250278473,-2.9997713566,3.6061146259
71.4250845909,-2.9997746944,3.604612112
72.4251422882,-2.9997515678,3.6031198502
73.4251990318,-2.9997606277,3.6016366482
74.4252567291,-2.999756813,3.6001791954
75.4253134727,-2.9997501373,3.5987489223
76.42537117,-2.9997537136,3.5973265171
77.4254279137,-2.9997701645,3.5959255695
78.4254851341,-2.9997632504,3.5945482254
79.4255423546,-2.999771595,3.5931770802
80.425599575,-2.9997582436,3.5918240547
81.4256567955,-2.9997718334,3.590493679
82.425714016,-2.9997684956,3.5891656876
83.4257707596,-2.9997589588,3.5878608227
84.4248285294,-2.9997487068,3.5865769386
85.424885273,-2.9997575283,3.5853216648
86.4249429703,-2.9997470379,3.5840764046
87.4249997139,-2.9997768402,3.5828125477
88.4250574112,-2.9997720718,3.5815896988
89.4251141548,-2.999768734,3.5803616047
90.4251718521,-2.9997711182,3.5791671276
91.4252285957,-2.9997498989,3.5779676437
92.425286293,-2.9997484684,3.5767903328
93.4253430367,-2.9997608662,3.5756239891
94.4254007339,-2.9997694492,3.5744569302
95.4254574776,-2.9997825623,3.5733146667
96.4255151749,-2.9997732639,3.5721757412
97.4255719185,-2.9997823238,3.5710632801
98.4256291389,-2.9997725487,3.5699298382
99.4256863594,-2.9997701645,3.5688183308
100.4257435799,-2.9997856617,3.5677111149
101.424800396,-2.9997537136,3.5666432381
102.4248576164,-2.9997596741,3.5655622482
103.4249148369,-2.9997615814,3.5644900799
104.4249720573,-2.9997611046,3.5634379387
105.4250292778,-2.9997646809,3.5623688698
106.4250864983,-2.999765873,3.5613329411
107.4251437187,-2.999755621,3.5602827072
108.4252009392,-2.9997689724,3.5592494011
109.4252581596,-2.9997851849,3.5582249165
110.4253153801,-2.9997694492,3.55722332
111.4253726006,-2.9997644424,3.5561811924
112.425429821,-2.9997656345,3.5551898479
113.4254870415,-2.9997823238,3.5542037487
114.4255442619,-2.9997899532,3.5531878471
115.4256014824,-2.9997844696,3.5522220135
116.4256587029,-2.9997906685,3.551240921
117.4257159233,-2.9997701645,3.5502653122
118.4257731438,-2.9997923374,3.5492887497
119.4248299599,-2.9997689724,3.5483319759
120.4248871803,-2.9997756481,3.5473575592
121.4249444008,-2.999792099,3.5464010239
122.4250016212,-2.9997680187,3.5454707146
123.4250588417,-2.9997904301,3.544511795
124.4251160622,-2.9997837543,3.5435781479
125.4251732826,-2.9997692108,3.542662859
126.4252305031,-2.9997770786,3.541731596
127.4252877235,-2.9997611046,3.5408296585
128.425344944,-2.999771595,3.539907217
129.4254021645,-2.9997808933,3.5389780998
130.4254593849,-2.9997808933,3.5380921364
131.4255166054,-2.9997811317,3.5371789932
132.4255738258,-2.9998002052,3.5362827778
133.4256310463,-2.9997775555,3.5353863239
134.4256882668,-2.9997766018,3.5344934464
135.4257454872,-2.9998054504,3.5336084366
136.4248027802,-2.9997878075,3.5327253342
137.4248600006,-2.9997909069,3.5318632126
138.4249167442,-2.9997916222,3.530983448
139.4249739647,-2.9997749329,3.530122757
140.4250311852,-2.9997923374,3.5292329788
