Time (s),Current (A),Voltage(V)
0.42202425,-2.9995486736,3.7936515808
1.4220819473,-2.9995565414,3.753865242
2.4221386909,-2.9995858669,3.7351276875
3.4221963882,-2.9996056557,3.7214217186
4.4222531319,-2.9996199608,3.7102069855
5.4223103523,-2.9996492863,3.700507164
6.4223675728,-2.99964571,3.6918945313
7.4224247932,-2.9996540546,3.6840274334
8.4224815369,-2.9996638298,3.6767385006
9.4225392342,-2.9996671677,3.6699464321
10.4225959778,-2.9996802807,3.6635518074
11.4226536751,-2.9996454716,3.6574914455
12.4227104187,-2.9996705055,3.651720047
13.422768116,-2.9996912479,3.6462295055
14.4218249321,-2.9996685982,3.6409835815
15.4218826294,-2.9996671677,3.6359140873
16.421939373,-2.9996798038,3.6310157776
17.4219970703,-2.9996800423,3.6262819767
18.4220538139,-2.9996993542,3.6216945648
19.4221115112,-2.9996702671,3.617266655
20.4221682549,-2.9996571541,3.6129350662
21.4222259521,-2.9996960163,3.6087408066
22.4222826958,-2.9996626377,3.6046302319
23.4223403931,-2.9996981621,3.6006085873
24.4223971367,-2.9996933937,3.5966844559
25.4224543571,-2.9996981621,3.5928485394
26.4225115776,-2.9996926785,3.5890977383
27.4225687981,-2.9997131824,3.5854125023
28.4226255417,-2.9997270107,3.581785202
29.422683239,-2.9996981621,3.5782411098
30.4227399826,-2.9997155666,3.5747573376
31.4217972755,-2.9997060299,3.5713348389
32.421854496,-2.9996802807,3.5679821968
33.4219117165,-2.9996812344,3.5646693707
34.4219689369,-2.9996700287,3.5614190102
35.4220261574,-2.9996857643,3.5582036972
36.4220833778,-2.9997057915,3.5550618172
37.4221405983,-2.9996845722,3.5519504547
38.4221978188,-2.9996960163,3.5488834381
39.4222550392,-2.999694109,3.5458810329
40.4223122597,-2.9997012615,3.5429039001
41.4223694801,-2.9996964931,3.5399596691
42.4224267006,-2.9996905327,3.5370850563
43.4224839211,-2.9997041225,3.5342502594
44.4225411415,-2.9996936321,3.5314507484
45.422598362,-2.9996743202,3.5286626816
46.4226555824,-2.9996807575,3.5259609222
47.422712326,-2.9996900558,3.5232784748
48.4227695465,-2.9996824265,3.5206298828
49.4218268394,-2.9996986389,3.5180058479
50.4218840599,-2.9996676445,3.5154139996
51.4219412804,-2.9996747971,3.5128619671
52.4219985008,-2.99969244,3.5103437901
53.4220557213,-2.9996910095,3.5078570843
